id,question,correctAnswer,answerA,answerB,answerC,answerD
203942,"In mass spectrometry, this protein, obtained from horse hearts, is a common calibration standard.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Myoglobin
203954,"These quantities are the arguments of the logarithms in the von Mangoldt function, which is itself summed to yield the second Chebyshev function.",B,Arrow's impossibility theorem,Prime number,Group (mathematics),Hamiltonian (quantum mechanics)
7350,"Entry of this class of DNA viruses into cells is via the heparin sulfate receptor, and replication is by the rolling-circle mechanism.",A,Herpesviridae,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
203964,The tension forceor more precisely the tension force densitydue to this quantity is proportional to this quantity dot grad applied to this quantity.,B,Electronegativity,Magnetic field,Entropy,Viscosity
7359,"Xerox developed it in the late 1970s, based on the Aloha radio system used to support computer communication across the Hawaiian islands.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Ethernet,Hamiltonian (quantum mechanics)
203986,"For an oscillating electric field, the square of this quantity can be expressed as the electrical permittivity plus the quantity four-pi-i times the electrical conductivity divided by the angular frequency.",B,Electric field,Refractive index,Thermoelectric effect#Seebeck effect,Spin (physics)
203988,"Though it's not an alcohol, strains of Clostridia are used to produce this compound from starch in the ABE process.",A,Acetone,Zinc,Alcohol,Benzene
7408,"Powerful and mysterious to Native American peoples, Southeastern tribes saw them as a sign that a girl was menstruating for the first time or that something evil was about to happen; while walking through one was thought to confer healing powers on a medicine man.",A,Rainbow,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
204020,"Key osteological data on this disease comes from Saint Jorgensen's cemetery in Denmark, where it became epidemic in the thirteenth century.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Leprosy
7419,"This standard arose from the doctorate work of Robert Metcalfe, who later joined Xerox.",B,Don Giovanni,Ethernet,Hamiltonian (quantum mechanics),Group (mathematics)
204028,This technique is used to prepare REVs from phospholipids in order to generate liposomes.,C,Hamiltonian (quantum mechanics),Don Giovanni,Evaporation,Group (mathematics)
204048,The mean square Johnson-Nyquist voltage noise is proportional to the square root of Boltzmann's constant times temperature times this quantity.,A,Electrical resistance,Thermoelectric effect#Seebeck effect,Capacitance,Diffraction
204063,"Helicoplacoids disappeared during this period, and the organisms that evolved during it completely replaced the iconic quilted Dickinsonia of the Ediacaran biota.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Cambrian,Group (mathematics)
204064,"One company in this industry collapsed on ""Black Monday"" of 1977.",D,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe,Georg Wilhelm Friedrich Hegel,Steel
7468,"Following a suggestion of Delbrck, he avoided the epistemological problems of using the term ""complementarity"" in his refutation of Jordan's theory of stabilizing quantum mechanical interactions.",A,Linus Pauling,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
7470,One psychologist quantified this faculty with the exponential of the negative ratio of time and capacity strength and Henri Bergson theorized ordinary and pure variants.,B,Hamiltonian (quantum mechanics),Memory,Group (mathematics),Georg Wilhelm Friedrich Hegel
204088,A bacterial transgene that biosynthesizes these molecules confers resistance to Manduca sexta in Nicotiana.,A,Cytokine,Group (mathematics),Transcription (genetics),Hamiltonian (quantum mechanics)
204092,A covariant bound on this quantity proposed by Raphael Bousso is defined in terms of this quantity's value on light-like hypersurfaces chosen so that the generating null geodesics have non-positive expansion.,B,Torque,Entropy,Spin (physics),Moment of inertia
204097,"Vinogradov's theorem established a very large lower bound on a statement about an operation involving these objects, which Harald Helfgott recently claimed to have reduced drastically.",B,Hamiltonian (quantum mechanics),Prime number,Georg Wilhelm Friedrich Hegel,Group (mathematics)
7494,"One of these creatures from the sad, sad, world of anime is a giant with one eye who is the nemesis of Silver Fang, Akakabuto.",C,Cu Chulainn,The Tempest,Bear,Robert Burns
7519,"This concept forms part of the title of a series of works, along with the word ""technics"", on the historical repression of technical skill within philosophy, written by Bernard Stiegler.",B,Group (mathematics),Time,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
208789,"Lee, Osheroff, and Richardson hypothesized that the properties of an isotope of an element in this group were due to fermions forming Cooper pairs.",A,Noble gas,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
204168,A compound containing a heteroatom of this element reacts with DFP in a one-step synthesis of sarin gas.,C,Don Giovanni,Group (mathematics),Iodine,Hamiltonian (quantum mechanics)
204182,"In the presence of ammonium acetate, this molecule reacts with pentane-2,4-dione to produce a yellow product.",D,Sulfuric acid,Ester,Cholesterol,Formaldehyde
203333,The Hilbert form of this quantity can be used to derive Einstein's field equations.,A,Action (physics),Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
204203,"One use of this technique is an efficient algorithm for computing Levenshtein distances, a fact which is used in the Smith-Waterman algorithm for optimal local sequence alignments.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Dynamic programming
208797,"C-waves do not enter this region, and the K in PKP denotes the part of the waves that travel through it.",B,G. E. Moore,Outer core,Hamiltonian (quantum mechanics),Group (mathematics)
204222,Molecules with this coordination number include the intermediate in the counterpart of the Eigen-Wilkins mechanism and the product of the rate-determining step of the SN1cb mechanism.,D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),5 (number)
204248,"This phenomenon is the subject of a paper that denounces a ""reckless hypothesis"" of certain ""corpuscles,"" but reports that experiments with a ""machine shop in vacuo"" support the corpuscular theory's predicted maximum kinetic energy relation.",D,Davisson-Germer experiment,Black hole,Pauli exclusion principle,Photoelectric effect
7641,Perhaps the most unusual feature of this programming language is that the hierarchy of blocks of code is indicated by the level of whitespace indentation.,B,Georg Wilhelm Friedrich Hegel,Python (programming language),Hamiltonian (quantum mechanics),Group (mathematics)
203344,One compound that is sometimes mistaken for this resource is created by crushing jatropha seeds.,D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Ethanol
204294,This element catalyzes the cycloaddition of a nitrile with two equivalents of acetylene to form pyridine derivatives.,A,Cobalt,Benzene,Epoxide,Ketone
204333,These particles are invariant under transformation of center vortices.,D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Gluon
7749,"One of their works mentions an astronomer named Tom, a professor named Vernon, and a man named Andy who would bicycle across town in the rain to bring a woman candy, all of whom are upstaged by someone who is lucky enough to have a car.",A,Magnetic field,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
7755,"One algorithm that uses this technique is the Smith-Waterman algorithm, which searches protein databases to find those with the best alignment.",C,G. E. Moore,Group (mathematics),Dynamic programming,Hamiltonian (quantum mechanics)
7778,"This adjective appears in the title of a song about a ""man in the moon"" who ""taps at the window""; that song by Yo la Tengo refers to a ""sarong"" of this hue.",C,La traviata,Wolfgang Amadeus Mozart,Yellow,Ralph Vaughan Williams
106097,A pair of these molecules bound by D1 and D2 subunits is referred to as P680.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Chlorophyll a,Group (mathematics)
106100,"It reaches a critical level at the base of the exosphere for light, fast moving hydrogen and helium atoms due to low molecular densities and few molecular collisions.",D,Transcription (genetics),Hamiltonian (quantum mechanics),Group (mathematics),Escape velocity
106102,Their primary effect results in different reaction rates due to varying amounts of energy needed for transition state formation.,C,Don Giovanni,Hamiltonian (quantum mechanics),Isotope,Group (mathematics)
106111,"The Slavic god who represented this, Svarog, defeated the serpent Zmey and hitches him to a plow.",B,G. E. Moore,Sun,Hamiltonian (quantum mechanics),Group (mathematics)
204423,The Hopfner-Vorsatz test is a histochemical method to detect highly substituted examples of these compounds.,A,Phenols,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
106124,"celsian and hyalophane varieties contain barium, while its plagioclase series has albite and anorthite endmembers.",A,Feldspar,Cyclohexane,Chlorophyll,Zinc
106130,"Light-cone scaling, a technique developed by James Bjorken, allowed them to be observed and verified.",D,Brownian motion,Electronegativity,Raman scattering,Quark
106132,"The Coombs test can be used to find these entities, and the Fab region is located on one tip of them.",A,Antibody,Chlorophyll,Cholesterol,Hemoglobin
106138,"They result from situations in which electrons are packed together to the extent that not enough low energy states are available and electrons are forced into higher energy states, a phenomenon known as electron degeneracy.",A,White dwarf,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
106148,"As the frequency of an electric signal increases, this devices impedance to the signal decreases through a transient response.",D,Helmholtz free energy,Thermoelectric effect#Seebeck effect,Spin (physics),Capacitor
